_c0,user_id,ISBN,rating,title,author,year,publisher,img_url,number_of_ratings,item_id
169711,182085,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169712,186570,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169713,210485,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169714,222941,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169715,230522,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169716,232945,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169717,236340,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169718,236959,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169719,238120,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169720,242824,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169721,247752,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169722,251613,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169723,256407,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
169724,264317,0671741195,0,The Cradle Will Fall,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741195.01.LZZZZZZZ.jpg,58,618.0
170053,11676,0440201926,8,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170054,13552,0440201926,8,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170055,16795,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170056,16916,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170057,28204,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170058,35050,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170059,51094,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170060,52584,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170061,55492,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170062,62272,0440201926,10,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170063,68555,0440201926,7,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170064,69042,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170065,76352,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170066,76818,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170067,76942,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170068,82926,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170069,93085,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170070,102967,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170071,104636,0440201926,9,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170072,104665,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170073,108005,0440201926,7,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170074,114368,0440201926,10,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170075,124942,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170076,125692,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170077,130474,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170078,133689,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170079,135831,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170080,144531,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170081,145451,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170082,159033,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170083,166596,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170084,178181,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170085,179733,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170086,184299,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170087,190708,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170088,198711,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170089,216683,0440201926,6,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170090,225087,0440201926,6,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170091,227447,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170092,228998,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170093,230249,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170094,230522,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170095,231210,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170096,234359,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170097,235105,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170098,245963,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170099,246655,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170100,252695,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170101,253821,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170102,254465,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170103,269566,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170104,273979,0440201926,0,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg,69,467.0
170106,35836,0385295944,0,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg,69,1120.0
170107,35857,0385295944,0,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg,69,1120.0
170108,53174,0385295944,0,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg,69,1120.0
170110,95359,0385295944,0,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg,69,1120.0
170111,135149,0385295944,0,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg,69,1120.0
170113,213150,0385295944,0,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg,69,1120.0
170114,238120,0385295944,0,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg,69,1120.0
170115,238781,0385295944,0,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg,69,1120.0
170116,268932,0385295944,0,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg,69,1120.0
170117,49889,0345448219,8,Kaleidoscope,DOROTHY GILMAN,2003,Ballantine Books,http://images.amazon.com/images/P/0345448219.01.LZZZZZZZ.jpg,69,1338.0
170118,73394,0345448219,0,Kaleidoscope,DOROTHY GILMAN,2003,Ballantine Books,http://images.amazon.com/images/P/0345448219.01.LZZZZZZZ.jpg,69,1338.0
170119,175003,0345448219,0,Kaleidoscope,DOROTHY GILMAN,2003,Ballantine Books,http://images.amazon.com/images/P/0345448219.01.LZZZZZZZ.jpg,69,1338.0
170120,249894,0345448219,7,Kaleidoscope,DOROTHY GILMAN,2003,Ballantine Books,http://images.amazon.com/images/P/0345448219.01.LZZZZZZZ.jpg,69,1338.0
170121,257204,0345364775,0,Kaleidoscope,Harry Turtledove,1990,Del Rey Books,http://images.amazon.com/images/P/0345364775.01.LZZZZZZZ.jpg,69,1761.0
170135,11676,0440203856,7,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170136,13552,0440203856,10,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170137,18067,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170138,24921,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170139,32195,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170140,35050,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170141,51883,0440203856,5,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170142,55548,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170143,55734,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170144,59172,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170145,62272,0440203856,9,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170146,68555,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170147,69042,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170148,76352,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170149,76942,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170150,82926,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170151,102967,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170152,104636,0440203856,8,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170153,104665,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170154,107021,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170155,108285,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170156,114414,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170157,116599,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170158,123981,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170159,124942,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170160,125692,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170161,127200,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170162,133689,0440203856,2,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170163,135149,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170164,145451,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170165,156150,0440203856,8,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170166,159033,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170167,162052,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170168,166596,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170169,169233,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170170,178181,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170171,179733,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170172,184299,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170173,185233,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170174,190925,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170175,198711,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170176,203968,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170177,217740,0440203856,9,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170178,218552,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170179,222050,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170180,230522,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170181,234828,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170182,236283,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170183,242824,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170184,250764,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170185,251422,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170186,265115,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170187,269566,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170188,271284,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170189,273979,0440203856,0,Zoya,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440203856.01.LZZZZZZZ.jpg,59,415.0
170190,16795,0385296495,6,Zoya,Danielle Steel,1988,Delacorte Press,http://images.amazon.com/images/P/0385296495.01.LZZZZZZZ.jpg,59,1431.0
170192,69232,0385296495,0,Zoya,Danielle Steel,1988,Delacorte Press,http://images.amazon.com/images/P/0385296495.01.LZZZZZZZ.jpg,59,1431.0
170193,251613,0385296495,0,Zoya,Danielle Steel,1988,Delacorte Press,http://images.amazon.com/images/P/0385296495.01.LZZZZZZZ.jpg,59,1431.0
170516,11676,0440216842,7,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170517,29855,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170518,31315,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170519,36606,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170520,56447,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170521,61619,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170522,66680,0440216842,7,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170523,76352,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170524,102967,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170525,119575,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170526,138097,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170527,158295,0440216842,5,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170528,170575,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170529,226545,0440216842,5,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170530,236283,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170531,249111,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170532,249628,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170533,250184,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170534,256407,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170535,269566,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170536,273979,0440216842,0,The Carousel,Belva Plain,1998,Dell,http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg,56,860.0
170538,16795,0743428706,0,The Carousel,Richard Paul Evans,2001,Pocket,http://images.amazon.com/images/P/0743428706.01.LZZZZZZZ.jpg,56,1082.0
170539,40889,0743428706,0,The Carousel,Richard Paul Evans,2001,Pocket,http://images.amazon.com/images/P/0743428706.01.LZZZZZZZ.jpg,56,1082.0
170540,43246,0743428706,0,The Carousel,Richard Paul Evans,2001,Pocket,http://images.amazon.com/images/P/0743428706.01.LZZZZZZZ.jpg,56,1082.0
